timestamp,verification_result,num_faces,iris_pos,iris_ratio,mouth_zone,mouth_area,x_rotation,y_rotation,z_rotation,radial_distance,gaze_direction,gaze_zone,watch,headphone,closedbook,earpiece,cell phone,openbook,chits,sheet,H-Distance,F-Distance,split,video,is_cheating
0.05,1,1,0.0,0.4374508560761941,0.0,75.0,0,0,0,3555.544239008268,2.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.1,1,1,0.0,0.4664892207294094,0.0,54.5,0,0,0,64899.139816824834,1.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.15,1,1,0.0,0.4504137336031311,0.0,70.0,0,0,0,64900.64366987016,1.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.2,1,1,0.0,0.4205237394486265,0.0,48.5,0,0,0,3500.3095578405187,2.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.25,1,1,0.0,0.4205237394486265,0.0,50.0,0,0,0,3509.7941667556925,2.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.3,1,1,0.0,0.4374508560761941,0.0,70.5,0,0,0,64895.4300471235,1.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.35,1,1,2.0,0.4194550623983858,0.0,94.5,0,0,0,3519.1030328176166,2.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.4,1,1,0.0,0.4494161382839848,0.0,70.5,0,0,0,64901.05313941353,1.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.45,1,1,0.0,0.480312585233006,0.0,34.5,0,0,0,3540.721816367459,2.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.5,1,1,0.0,0.4955346756113813,0.0,17.5,0,0,0,3555.077706372024,2.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.55,1,1,0.0,0.4505701736289219,0.0,10.5,0,0,0,64899.84372669974,1.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
0.6,1,1,0.0,0.4664892207294094,1.0,191.0,0,0,0,64900.83972102556,1.0,2.0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video1,1
